3366,1720535724,1577235991,0,0,102,110
5936,1720543991,1577235991,0,0,102,99
3576,1720591632,1577415064,1577285125,229,56,439
5890,1720593086,1577422046,1577406955,0,0,822
6743,1720598467,1576688077,1577421840,0,299,2094
2246,1720603750,1577197158,1989819,0,138,1628
1376,1720612710,9946261,1577410860,159,233,1586
5318,1720613763,1577228586,0,0,114,1998
6316,1720615310,1577303441,0,0,146,108
917,1720630084,1577411056,0,0,52,128
9431,1720630639,1577367854,1577364319,0,136,352
1308,1720632600,1577302711,1577410095,111,102,1558
2587,1720641814,1577083798,0,0,138,157
3086,1720643110,1577302711,1576846808,261,102,1872
8661,1720646026,1428213,0,0,182,154
8187,1720655288,1577355584,0,0,88,77
8031,1720657250,1577361515,9643524,0,182,1240
4045,1720677276,10122818,0,0,11,135
5739,1720680865,1577421953,1577421812,102,135,1925
8743,1720683958,1577361515,0,0,182,83
6851,1720691119,1577381503,0,0,183,151
7786,1720697199,1577422031,1577415438,0,88,1188
166,1720702092,1577414888,1577419737,0,12,2372
7723,1720704876,1577355584,0,0,88,189
2683,1720710040,8342200,9704633,264,90,2098
6541,1720711006,1576831457,0,0,90,128
7568,1720711092,8986612,0,0,191,108
8439,1720719519,1577388946,1576737559,0,182,2346
7520,1720722919,1682039,0,0,183,1321
5748,1720725381,1577415333,0,0,102,130
2249,1720729966,1576867448,0,0,28,915
4208,1720731971,1577418805,1577404476,0,28,1360
4154,1720734120,1430117,1577401618,0,90,1131
5851,1720736129,1577415333,0,0,102,121
5576,1720737232,1577156068,1577399166,171,154,1736
4422,1720738301,611188,0,0,12,83
1338,1720747912,1576688077,0,0,273,158
9623,1720752108,8919868,1577409708,0,89,1046
8573,1720757717,1682039,0,0,183,116
938,1720758580,1577197158,0,0,138,161
5108,1720759200,1577235991,0,0,236,116
8689,1720760668,9127805,0,0,191,142
7896,1720761943,1577332910,1577414101,0,231,2042
6828,1720763666,1577333584,0,0,191,130
5326,1720764093,9707878,1577303403,0,102,1695
11077,1720766889,1577394954,1577422729,312,182,1145
3812,1720770091,1577382672,1577348621,103,137,2013
2093,1720774605,1577296634,0,0,78,149
6116,1720775629,1577402389,1577360792,214,273,1589
4808,1720775757,10157803,1577419744,0,221,1999
2163,1720775829,1577330980,1020788,0,28,2125
6726,1720776107,1577418495,7982438,0,231,1282
9623,1720776802,9702405,8919868,89,102,1038
2282,1720778966,9400462,0,0,56,163
4343,1720779265,7994465,0,0,52,177
4957,1720785992,1577296007,1577421439,0,90,1537
277,1720787356,10034424,0,0,0,123
7747,1720791147,1576138691,0,0,221,152
9154,1720791159,9390152,1577383659,0,154,1956
927,1720792071,1577389139,0,0,11,148
4845,1720792330,1577373909,1577420016,141,0,665
8041,1720795234,1731065,2085227,0,163,504
9646,1720798276,1428213,1577160419,0,182,1331
8889,1720800229,9449450,0,0,219,145
5323,1720800654,1577090627,1577393181,0,114,1478
6029,1720802288,1577410202,1577367857,0,171,1176
2744,1720805122,1576761052,9859907,0,136,2479
136,1720807680,1577417850,1576644829,0,41,1834
188,1720813434,8455208,0,0,52,132
5839,1720813456,1577228586,0,0,114,2122
5945,1720814818,10176904,0,0,273,116
1047,1720816053,1577410066,0,0,52,110
8646,1720816286,1577361515,0,0,182,124
5815,1720816959,8967775,1577410930,0,102,1004
5930,1720819324,1577408191,0,0,217,161
5174,1720819441,592678,1577351686,0,154,2335
3787,1720820497,9352041,1577340447,0,118,1198
6379,1720825533,1577235931,0,0,90,113
8208,1720827781,1577053358,0,0,231,646
7422,1720828494,1577334470,0,0,209,140
4010,1720828877,8342200,1577389632,0,90,588
3937,1720830718,1576688077,0,0,273,154
7885,1720833647,1577422031,1577422214,0,88,2152
5165,1720833718,1576975454,1576683351,0,126,2038
8231,1720834103,1731065,583857,416,163,459
3856,1720834201,10122818,0,0,11,142
352,1720835630,9723458,1577421615,0,172,2997
6165,1720836432,1577056319,2788718,0,90,1512
9117,1720836522,1577025997,1577384387,312,182,1760
6770,1720836895,1577334561,0,0,406,560
1499,1720839201,1577409339,1577421780,25,98,1302
3998,1720839625,1577393799,1577387226,0,28,1405
1395,1720839858,10034424,0,0,0,121
4859,1720839946,1577421519,1577420138,0,89,1467
2859,1720842624,1577170612,0,0,18,163
9211,1720845221,1577388946,1577422119,291,182,2142
5028,1720849249,1577416255,0,0,89,162
10234,1720849795,3210351,1577413997,0,234,1746
4818,1720853248,10025757,1577419795,0,11,819
4850,1720853708,1576903655,1577420053,0,168,1086
5259,1720857600,1577375069,1577323729,0,154,2946
4117,1720861898,1577043820,0,0,208,136
5980,1720864733,1577422322,0,0,209,145
2049,1720865024,1577171282,0,0,114,182
3163,1720866369,8919868,0,0,89,117
3053,1720867892,1577421855,1576732605,0,31,1964
3260,1720870922,1577411826,0,0,111,1391
7602,1720872368,1577314246,0,0,118,1141
7711,1720872881,1577355584,0,0,88,133
904,1720873728,1576620778,0,0,78,143
8053,1720874827,1577422031,1577419576,25,88,1225
6170,1720875639,1577235931,0,0,90,118
12,1720876276,1677602,2229269,21,423,1386
5529,1720877363,1577275862,0,0,208,145
3428,1720880415,1577406279,1577213362,0,138,1585
6306,1720880588,1577188969,0,0,207,172
5346,1720880708,1577415333,0,0,102,186
6952,1720880895,1576843623,1576820544,0,146,407
4465,1720881613,1577052005,1577413476,0,172,1762
2238,1720882117,1577085869,1903044,0,90,1408
716,1720885965,1577102546,1577279094,51,93,1469
1139,1720888200,1577420344,1577413736,0,221,667
6613,1720889096,1577333584,0,0,191,134
11023,1720889775,1577411310,0,0,193,114
4040,1720889882,1577311089,0,0,68,125
4013,1720892302,1577417403,1577390295,0,114,1626
7780,1720892463,1577422322,0,0,209,149
5320,1720892651,1577375069,9936089,0,154,1279
10982,1720893774,592678,1577313430,0,154,1453
8897,1720895757,1577408552,0,0,191,132
3043,1720895859,1576797287,0,0,33,827
7094,1720897760,1577422253,9819715,0,106,1204
1827,1720899956,9196619,1577408798,104,114,2791
6246,1720899987,1575990071,0,0,183,130
3728,1720900439,1577232574,0,0,52,161
7458,1720901943,1576329786,8391066,0,221,1315
380,1720902620,2971190,0,0,50,122
4397,1720902986,1577305388,0,0,102,194
6995,1720902996,2459101,0,0,106,178
7043,1720904155,1577229681,1577029398,146,183,2436
627,1720904237,1577326965,0,0,90,173
9548,1720904370,1577422598,0,0,209,183
1645,1720904497,8822016,1577345945,377,146,1459
8538,1720904965,1576367462,1577422268,0,294,421
5767,1720905498,1577410744,9436945,0,90,1995
7955,1720906256,7901216,0,0,154,148
2304,1720906575,9723458,0,0,172,89
6572,1720907152,9905764,0,0,196,128
330,1720907240,1577413491,0,0,5,170
3511,1720908319,1577390226,1577257688,0,137,1023
4095,1720908834,1577415064,1577398626,0,56,953
7264,1720909033,1577334470,0,0,209,158
1456,1720909094,1577308289,0,0,208,195
7580,1720909199,1577218353,0,0,136,149
1990,1720909655,1577387087,1577420518,0,12,832
8650,1720910016,1577388946,1577407066,0,182,2085
6705,1720910434,1186708,1577408978,0,209,1795
9604,1720911386,1576962937,0,0,193,97
2408,1720911669,1577418805,0,0,28,145
6294,1720911939,1576416278,0,0,183,149
9243,1720915202,1577422706,2360064,261,219,1721
9634,1720916055,1428213,1577422251,0,182,1672
5983,1720916329,9326402,0,0,203,139
4481,1720916570,1577399864,1577413982,0,146,1751
5714,1720917285,8967775,0,0,102,96
659,1720917561,1577064592,1577229119,3,118,1637
2848,1720917568,9490545,1575855687,0,311,1140
9196,1720921276,9390152,0,0,154,167
4075,1720921949,1577249559,1577397225,0,135,1481
9979,1720923956,10043221,1577100768,137,61,1517
8679,1720925520,1577408012,0,0,196,175
722,1720928848,1576854463,1577365162,53,4,2581
1260,1720932842,1577317601,0,0,90,1880
2820,1720933070,1577419647,10118874,0,88,1116
2349,1720933779,1577083444,0,0,31,106
8237,1720934758,1577269813,2836799,0,154,1482
5296,1720934805,2855030,1576281097,0,294,1960
6512,1720936412,1577123919,0,0,299,98
2590,1720939428,1577421976,0,0,208,205
5344,1720939521,1577422018,1577074861,0,221,1760
5878,1720939593,1577328052,9124617,0,146,1993
5961,1720940398,1577394641,1577315685,0,299,2273
1364,1720943076,9674526,1577292217,0,4,388
4256,1720943376,10157803,1577407497,0,221,1202
5790,1720945623,1576869384,0,0,120,190
659,1720946113,1577375177,1577064592,118,24,1715
5780,1720946131,1194094,3203552,0,106,1454
7405,1720946280,1577398914,1576869929,185,20,2626
5811,1720946557,1577197889,1577271571,350,184,2234
7636,1720946958,1577257824,1577306898,0,0,635
1830,1720947468,1577228586,1577111834,104,114,1960
2261,1720948101,1577421478,2155729,0,285,955
1819,1720948645,468631,1577405895,0,207,887
2659,1720950705,1576367854,0,0,50,191
10519,1720950919,1576939408,0,0,323,119
7140,1720951527,1576995948,1577422124,321,231,2137
3197,1720952634,2965782,0,0,50,191
7077,1720952815,1577343731,0,0,89,2580
7366,1720953712,1577386677,1577422152,0,182,1400
3819,1720953733,1577319022,1577349341,311,28,1968
4070,1720954092,1577396375,0,0,56,122
7077,1720955400,1577314538,1577343731,89,184,2594
2833,1720956645,1576688406,10194163,0,4,1573
