20184,Gandalf+der+wei%C3%9Fe,508,6,28398,355
72835,kasperkarl,266,0,0,1444
104322,Taps0815,0,0,0,1445
136338,leon.s.kennedy,507,4,10817,477
142049,theillnes,507,2,5466,649
142764,Thor49,0,1,132,1217
186056,El+Cid+3001,0,0,0,1446
193940,Siedlerfan,0,1,106,1226
202692,KasiserValli2,547,21,109234,213
204035,Engel+desTodes,131,1,398,1136
230554,FStangR,594,3,4571,681
261877,Tante+Nein-Nein,702,1,2990,795
319745,freenation,348,24,101663,219
323779,Krahitna,0,1,44,1285
347067,Mr.+Buechel,273,33,210708,128
359009,extremer+skater,0,1,2387,852
360712,doppeltack,61,0,0,1447
387223,Mastermjk,0,1,1138,1007
405553,Dorftor,0,1,1070,1016
438853,microOdt,0,1,1450,966
469654,Pemi,507,7,18709,404
486085,visiondream,0,1,413,1131
553757,Aschilos61,0,1,740,1063
592678,wir+eben,201,9,13967,442
611188,maverik,41,1,9077,503
624214,Atariandi,748,1,1625,940
625537,CrowBlackHorse,0,1,1150,997
629516,Skaterffm,147,1,292,1166
632653,Sepp+von+Drazdany,0,9,19283,399
670761,kirtap000,0,1,3049,788
682881,Brausi,0,1,3789,724
687990,dilo123,0,1,743,1061
697125,Finding+Forrester,0,0,0,1448
728343,pxugmo5vh,0,1,26,1324
781161,Philipss,747,3,10378,485
831449,FCZ+und+EVZ,93,29,187887,148
835383,Mark1990,640,1,3432,756
840147,Black+Willy,0,1,955,1032
858526,schuschei,0,1,82,1242
866518,tatanka-yotanka,93,12,60893,269
882734,Mr.Lange,0,1,624,1087
923922,gladiator6,624,2,5530,644
923924,Najafe,0,1,45,1280
941519,bibi100,120,1,141,1214
950620,nici55,0,1,26,1325
957722,wolle40,667,1,2724,818
965430,Nygel,707,1,715,1070
971163,Chaosplayer007,273,34,216131,126
982237,Lieschen33,0,1,2339,858
998056,shiva+10,0,1,1832,918
1003622,huba1,0,1,313,1159
1029073,Sp33d1990,547,5,15484,430
1122873,jupiterms,137,1,644,1079
1125583,Mickylein,507,11,20329,392
1149354,OTTO+der+14.,0,2,4675,678
1150935,Darmstadt2,0,1,26,1326
1181373,verus,0,1,100,1231
1184529,Flatussi,0,1,144,1213
1186708,spenco92,0,1,26,1327
1194094,Krababel,221,47,365626,55
1195917,steinfeld,0,0,0,1449
1222552,basakum,553,16,69184,256
1289661,i3l%40ckterror,473,13,50840,294
1296370,Tanitha,180,1,642,1080
1305273,Bart95,0,1,26,1328
1385733,haniced,0,0,0,1450
1394369,proppa,0,1,2520,840
1406735,sir+drewes,11,1,6429,607
1406771,Powergirl+4ever,701,3,9024,505
1428213,diedadu,182,57,449430,31
1430117,calvinho,340,14,78481,243
1465737,niki+the+pro,0,1,26,1329
1497364,l%C3%BCkass,746,2,4365,691
1509418,Gangster+Lord+MW,0,1,384,1139
1533091,Popen+1,508,3,5873,631
1547124,HijaDelFuego,0,6,24335,370
1587999,lucky0211,0,0,0,1451
1609670,DeathTerrorChild,0,1,900,1036
1625740,Wie+ich,590,4,9960,491
1640677,Hermanvaan,625,1,1358,976
1682039,DieseZwei,183,63,511528,16
1683447,chickengourmet123,388,1,26,1330
1684295,MWKiller80,287,1,613,1088
1687534,LG+KE,0,1,54,1257
1731065,hubba+bubba+rolle,183,56,336333,67
1748502,maik1974,0,1,1499,959
1751697,wolfen+stein,0,2,5520,646
1759036,BenjaminBremsspur,12,1,1666,936
1851296,the+dark+lord+of+death,0,1,38,1293
1852630,EpicRuleZ,146,1,26,1331
1867955,Madissen,748,4,10646,480
1879214,cashback+solutions,418,8,40367,313
1882792,mato1199,93,15,113942,210
1902642,King-Kenan,741,1,1288,980
1910845,firms,0,1,1120,1006
1968704,%2ADon+VodkaL3mon%2A,0,1,248,1177
1969158,luciver1,710,2,3660,732
2049553,Ak7i7ra,0,3,7867,550
2064253,postguru,0,12,55299,281
2069066,AndiDTI,0,1,296,1165
2069613,voliimann,0,1,4396,689
2076582,die+B%C3%A4rtigen,0,1,244,1179
2078242,Flo+Hoege,748,1,275,1173
2087332,bob110,0,1,587,1095
2088879,Ringo813,557,2,7465,571
2101742,hallodri61,178,1,411,1132
2129417,No+Angels,0,1,119,1222
2134979,ullner,567,1,52,1261
2184767,chania,0,1,270,1174
2199738,Gandolan,180,1,3152,781
2216242,sparti+andreas,0,1,696,1072
2219529,Herly,0,1,812,1054
2250267,Lord+Morgans,641,10,59730,274
2255761,fatboy16,0,0,0,1452
2351874,Raaawrr,692,0,0,1453
2369962,Jazz01,0,1,26,1332
2375326,olliwilli,98,9,50309,296
2443156,korpdani,0,1,38,1294
2444984,Bauernsepp,0,1,3610,736
2459325,Engen,28,37,248190,103
2522339,Sir.Snoopy,0,1,438,1128
2542166,King+Muppet,0,1,150,1209
2560242,DaSilva1978,466,1,2495,845
2566327,Jani444,0,1,432,1129
2598646,snakev12,0,1,556,1102
2634628,izou,0,1,488,1118
2762594,j%C3%A4nnik,0,0,0,1454
2779332,L%C3%BCttringhauser,0,1,785,1055
2783785,innok,741,1,1157,995
2806651,Mr.Meier,0,1,3935,716
2811774,%C3%96l%C3%BCms%C3%BCz+Kahraman,0,1,3961,713
2815150,alf11,0,1,1593,947
2818577,MPower,0,1,26,1333
2836777,Markal,0,1,26,1334
2839066,g%C3%B6ritzerandiundco,732,1,589,1093
2843385,back%2A+to+Home,0,1,26,1335
2857509,das+kleine+Drogodil,183,45,245578,105
2865628,tankris,652,3,6483,606
2887937,King+Lothar+3,723,1,1907,910
3004324,Far%C3%B6er-Inseln,28,37,258963,93
3037125,DomiLP,0,1,2055,889
3049622,der+pan,0,1,3625,739
3056942,schlumpf+19,560,9,42267,311
3069536,J.M.M,0,7,32584,336
3100947,Michel+der+Grausame,0,2,7104,581
3126354,Sarador,0,0,0,1455
3132750,ElConquistator,659,3,7605,566
3144164,kampfzahn,602,1,196,1191
3159232,Dominik+16,0,2,5181,656
3203552,Diroan,501,1,2291,863
3225350,Grafzahl1871,364,2,10155,487
3271179,Sir+Schmieder,0,1,1218,988
3287479,xaver39,0,1,1428,971
3289760,michi01288,120,0,0,1456
3365545,GsC+Fighter,560,9,50590,295
