3366,1720535724,1577235991,0
5936,1720543991,1577235991,0
3576,1720591632,1577415064,1577285125
5890,1720593086,1577422046,1577406955
6743,1720598467,1576688077,1577421840
2246,1720603750,1577197158,1989819
1376,1720612710,9946261,1577410860
5318,1720613763,1577228586,0
6316,1720615310,1577303441,0
917,1720630084,1577411056,0
9431,1720630639,1577367854,1577364319
1308,1720632600,1577302711,1577410095
2587,1720641814,1577083798,0
3086,1720643110,1577302711,1576846808
8661,1720646026,1428213,0
8187,1720655288,1577355584,0
8031,1720657250,1577361515,9643524
4045,1720677276,10122818,0
5739,1720680865,1577421953,1577421812
8743,1720683958,1577361515,0
6851,1720691119,1577381503,0
7786,1720697199,1577422031,1577415438
166,1720702092,1577414888,1577419737
7723,1720704876,1577355584,0
2683,1720710040,8342200,9704633
6541,1720711006,1576831457,0
7568,1720711092,8986612,0
8439,1720719519,1577388946,1576737559
7520,1720722919,1682039,0
5748,1720725381,1577415333,0
2249,1720729966,1576867448,0
4208,1720731971,1577418805,1577404476
4154,1720734120,1430117,1577401618
5851,1720736129,1577415333,0
5576,1720737232,1577156068,1577399166
4422,1720738301,611188,0
1338,1720747912,1576688077,0
9623,1720752108,8919868,1577409708
8573,1720757717,1682039,0
938,1720758580,1577197158,0
5108,1720759200,1577235991,0
8689,1720760668,9127805,0
7896,1720761943,1577332910,1577414101
6828,1720763666,1577333584,0
5326,1720764093,9707878,1577303403
11077,1720766889,1577394954,1577422729
3812,1720770091,1577382672,1577348621
2093,1720774605,1577296634,0
6116,1720775629,1577402389,1577360792
4808,1720775757,10157803,1577419744
2163,1720775829,1577330980,1020788
6726,1720776107,1577418495,7982438
9623,1720776802,9702405,8919868
2282,1720778966,9400462,0
4343,1720779265,7994465,0
4957,1720785992,1577296007,1577421439
277,1720787356,10034424,0
7747,1720791147,1576138691,0
9154,1720791159,9390152,1577383659
927,1720792071,1577389139,0
4845,1720792330,1577373909,1577420016
8041,1720795234,1731065,2085227
9646,1720798276,1428213,1577160419
8889,1720800229,9449450,0
5323,1720800654,1577090627,1577393181
6029,1720802288,1577410202,1577367857
2744,1720805122,1576761052,9859907
136,1720807680,1577417850,1576644829
188,1720813434,8455208,0
5839,1720813456,1577228586,0
5945,1720814818,10176904,0
1047,1720816053,1577410066,0
8646,1720816286,1577361515,0
5815,1720816959,8967775,1577410930
5930,1720819324,1577408191,0
5174,1720819441,592678,1577351686
3787,1720820497,9352041,1577340447
6379,1720825533,1577235931,0
8208,1720827781,1577053358,0
7422,1720828494,1577334470,0
4010,1720828877,8342200,1577389632
3937,1720830718,1576688077,0
7885,1720833647,1577422031,1577422214
5165,1720833718,1576975454,1576683351
8231,1720834103,1731065,583857
3856,1720834201,10122818,0
352,1720835630,9723458,1577421615
6165,1720836432,1577056319,2788718
9117,1720836522,1577025997,1577384387
6770,1720836895,1577334561,0
1499,1720839201,1577409339,1577421780
3998,1720839625,1577393799,1577387226
1395,1720839858,10034424,0
4859,1720839946,1577421519,1577420138
2859,1720842624,1577170612,0
9211,1720845221,1577388946,1577422119
5028,1720849249,1577416255,0
10234,1720849795,3210351,1577413997
4818,1720853248,10025757,1577419795
4850,1720853708,1576903655,1577420053
5259,1720857600,1577375069,1577323729
4117,1720861898,1577043820,0
5980,1720864733,1577422322,0
2049,1720865024,1577171282,0
3163,1720866369,8919868,0
3053,1720867892,1577421855,1576732605
3260,1720870922,1577411826,0
7602,1720872368,1577314246,0
7711,1720872881,1577355584,0
904,1720873728,1576620778,0
8053,1720874827,1577422031,1577419576
6170,1720875639,1577235931,0
12,1720876276,1677602,2229269
5529,1720877363,1577275862,0
3428,1720880415,1577406279,1577213362
6306,1720880588,1577188969,0
5346,1720880708,1577415333,0
6952,1720880895,1576843623,1576820544
4465,1720881613,1577052005,1577413476
2238,1720882117,1577085869,1903044
716,1720885965,1577102546,1577279094
1139,1720888200,1577420344,1577413736
6613,1720889096,1577333584,0
11023,1720889775,1577411310,0
4040,1720889882,1577311089,0
4013,1720892302,1577417403,1577390295
7780,1720892463,1577422322,0
5320,1720892651,1577375069,9936089
10982,1720893774,592678,1577313430
8897,1720895757,1577408552,0
3043,1720895859,1576797287,0
7094,1720897760,1577422253,9819715
1827,1720899956,9196619,1577408798
6246,1720899987,1575990071,0
3728,1720900439,1577232574,0
7458,1720901943,1576329786,8391066
380,1720902620,2971190,0
4397,1720902986,1577305388,0
6995,1720902996,2459101,0
7043,1720904155,1577229681,1577029398
627,1720904237,1577326965,0
9548,1720904370,1577422598,0
1645,1720904497,8822016,1577345945
8538,1720904965,1576367462,1577422268
5767,1720905498,1577410744,9436945
7955,1720906256,7901216,0
2304,1720906575,9723458,0
6572,1720907152,9905764,0
330,1720907240,1577413491,0
3511,1720908319,1577390226,1577257688
4095,1720908834,1577415064,1577398626
7264,1720909033,1577334470,0
1456,1720909094,1577308289,0
7580,1720909199,1577218353,0
1990,1720909655,1577387087,1577420518
8650,1720910016,1577388946,1577407066
6705,1720910434,1186708,1577408978
9604,1720911386,1576962937,0
2408,1720911669,1577418805,0
6294,1720911939,1576416278,0
9243,1720915202,1577422706,2360064
9634,1720916055,1428213,1577422251
5983,1720916329,9326402,0
4481,1720916570,1577399864,1577413982
5714,1720917285,8967775,0
659,1720917561,1577064592,1577229119
2848,1720917568,9490545,1575855687
9196,1720921276,9390152,0
4075,1720921949,1577249559,1577397225
9979,1720923956,10043221,1577100768
8679,1720925520,1577408012,0
722,1720928848,1576854463,1577365162
1260,1720932842,1577317601,0
2820,1720933070,1577419647,10118874
2349,1720933779,1577083444,0
8237,1720934758,1577269813,2836799
5296,1720934805,2855030,1576281097
6512,1720936412,1577123919,0
2590,1720939428,1577421976,0
5344,1720939521,1577422018,1577074861
5878,1720939593,1577328052,9124617
5961,1720940398,1577394641,1577315685
1364,1720943076,9674526,1577292217
4256,1720943376,10157803,1577407497
5790,1720945623,1576869384,0
659,1720946113,1577375177,1577064592
5780,1720946131,1194094,3203552
7405,1720946280,1577398914,1576869929
5811,1720946557,1577197889,1577271571
7636,1720946958,1577257824,1577306898
1830,1720947468,1577228586,1577111834
2261,1720948101,1577421478,2155729
1819,1720948645,468631,1577405895
2659,1720950705,1576367854,0
10519,1720950919,1576939408,0
7140,1720951527,1576995948,1577422124
3197,1720952634,2965782,0
7077,1720952815,1577343731,0
7366,1720953712,1577386677,1577422152
3819,1720953733,1577319022,1577349341
4070,1720954092,1577396375,0
7077,1720955400,1577314538,1577343731
2833,1720956645,1576688406,10194163
3693,1720956794,1577421987,1577318904
6923,1720957805,8195285,0
4008,1720958614,1575934436,0
8424,1720958962,1577361515,0
6753,1720960104,9960147,0
1969,1720960543,1577277336,0
7234,1720960862,1577405500,0
9373,1720961113,1577367854,0
10249,1720961965,1576170718,0
776,1720962019,1577007420,1577412960
84,1720962229,1577421917,1577419399
4028,1720962581,1577421927,1577391959
10416,1720962658,1577316466,1577286810
6291,1720963727,9387955,0
7971,1720963742,1577403858,1577419415
4512,1720964400,1577302711,1577415304
7391,1720964584,9100615,1577417837
2502,1720964934,1577312376,8688531
1294,1720965516,9712251,1577247396
731,1720965712,1576367854,0
795,1720966076,1577143467,1576888265
2450,1720966136,1577410763,0
5605,1720966338,1577350450,0
4425,1720966507,1576865427,1577412607
2097,1720967110,1577418160,319909
5707,1720967252,1577057432,1004717
778,1720967965,1577405984,1577415753
5990,1720968641,1577415356,1577417944
1986,1720969022,10053170,0
7341,1720969092,1576831457,0
10361,1720969466,1576679768,1577286153
3958,1720970095,1577411371,0
74,1720970128,1577415469,1577421508
